census_tract,total_loans,va_loans,va_total_amount,conv_loans,fha_loans
06071004004,49,2,1250000,36,11
06039000603,32,1,375000,18,13
06017030605,24,2,1000000,17,5
06039000604,22,1,415000,14,6
06037231800,19,0,0,15,4
06073020019,81,1,585000,76,4
06073013423,71,15,10585000,50,6
06083002308,39,4,2080000,31,4
06037910807,77,2,1550000,64,11
06037408006,19,0,0,15,4
06037297502,27,0,0,27,0
06037463900,49,1,845000,48,0
06037239801,10,0,0,7,3
06083002309,19,0,0,13,6
06037600911,34,0,0,30,4
06037910808,50,0,0,45,5
06021010501,12,0,0,10,2
06075022801,45,0,0,45,0
06073013424,79,15,11855000,59,5
06017030606,62,8,4010000,45,8
06107001701,47,3,925000,31,13
06037501400,20,1,715000,16,3
06037239802,19,0,0,13,6
06021010502,2,0,0,2,0
06075022802,6,0,0,5,1
06029003207,50,1,225000,36,13
06073013425,27,0,0,27,0
06037600912,33,0,0,29,4
06037910809,55,1,1015000,54,0
06037430200,8,0,0,8,0
06029003208,138,5,1585000,65,68
06075022803,23,0,0,23,0
06059063400,91,1,2935000,89,1
06073017111,86,0,0,86,0
06077001400,61,4,1800000,42,15
06107001703,119,11,4255000,79,29
06037599100,1,0,0,1,0
06073021900,21,2,1530000,14,5
06049000300,20,3,955000,12,5
06059088001,30,0,0,29,1
06073017112,40,1,1205000,39,0
06029003209,85,3,1255000,51,31
06037574500,107,1,775000,102,4
06013360101,51,0,0,48,3
06037271200,15,0,0,15,0
06059088002,31,0,0,30,1
06111002200,61,2,1520000,56,3
06013360102,49,1,905000,44,4
06037275200,24,1,725000,23,0
06111006200,61,0,0,61,0
06073017113,48,0,0,48,0
06107001705,121,18,7240000,66,37
06001433000,43,0,0,41,2
06037301300,35,0,0,35,0
06013327001,26,0,0,22,4
06037482701,18,0,0,17,1
06053013900,24,1,755000,22,1
06037570502,61,3,1815000,46,12
06037600601,39,0,0,32,7
06107001706,128,5,1225000,85,38
06037600602,6,0,0,6,0
06067004005,44,1,595000,38,5
06007001702,75,6,1790000,42,25
06013327002,45,3,1285000,40,2
06037183401,23,1,1055000,22,0
06081600501,27,0,0,25,2
06061023600,67,5,2395000,55,7
06023000500,17,0,0,17,0
06075025100,49,0,0,47,2
06037482702,29,1,515000,26,2
06037238100,51,1,825000,41,9
06097153705,44,0,0,41,3
06037570503,30,0,0,24,6
06017031100,83,4,1730000,70,9
06059074801,27,0,0,22,5
06037183402,10,0,0,10,0
06007001703,37,4,1160000,26,7
06099003400,12,1,565000,8,3
06081600502,31,0,0,29,2
06067004006,39,1,675000,36,2
06037570504,37,2,1440000,31,4
06065940400,25,1,195000,17,7
06037231220,4,0,0,4,0
06007001704,42,3,775000,25,14
06001444400,43,0,0,43,0
06059074802,19,0,0,17,2
06097153707,31,1,595000,27,3
06059001704,74,1,845000,73,0
06059074803,43,0,0,41,2
06113010505,59,1,1215000,58,0
06059001705,34,0,0,31,3
06097153708,36,0,0,33,3
06019006301,103,1,445000,54,48
06057000801,94,4,2190000,86,4
06067004008,39,2,850000,34,3
06037228900,6,0,0,5,1
06037190801,6,0,0,6,0
06019006302,20,0,0,18,2
06075015900,20,0,0,20,0
06081611901,23,0,0,22,1
06059001706,55,1,335000,54,0
06037552200,42,2,1140000,34,6
06057000802,81,1,495000,75,5
06097153709,31,0,0,29,2
06075011901,15,0,0,15,0
06073003601,16,2,1120000,11,3
06059074805,10,0,0,7,3
06081611902,35,0,0,33,2
06037320101,23,0,0,20,3
06037190802,12,0,0,12,0
06087120800,71,0,0,69,2
06001441521,44,0,0,43,1
06075011902,6,0,0,6,0
06037460401,14,2,1490000,12,0
06059074806,12,0,0,9,3
06001441522,35,0,0,34,1
06073003602,16,0,0,13,3
06037320102,23,2,1440000,18,3
06113010508,23,0,0,23,0
06059001708,44,1,1035000,42,1
06053012200,25,0,0,25,0
06113010509,27,0,0,26,1
06059001709,22,0,0,22,0
06001441523,22,0,0,22,0
06073003603,23,1,825000,19,3
06001441524,24,0,0,23,1
06071006700,41,0,0,28,13
06037124000,57,0,0,56,1
06037103401,46,0,0,44,2
06037402702,18,0,0,13,5
06001441525,339,0,0,339,0
06001426100,84,0,0,84,0
06001401500,24,1,985000,21,2
06075030700,109,1,1615000,106,2
06001422100,21,0,0,21,0
06037401311,69,0,0,58,11
06037106010,41,1,705000,36,4
06037103402,38,1,605000,36,1
06037601100,12,1,1325000,10,1
06029000510,51,1,405000,43,7
06037191610,7,0,0,7,0
06037402703,53,5,2585000,36,12
06113011001,49,1,375000,42,6
06037401312,56,1,685000,51,4
06067008501,108,5,3485000,100,3
06037221710,12,0,0,11,1
06037265420,24,0,0,24,0
06071002703,95,7,3895000,71,17
06037264303,17,0,0,17,0
06087123100,17,0,0,15,2
06037402705,41,2,940000,25,14
06113011002,50,2,1050000,39,9
06013372000,54,2,530000,45,7
06065048700,86,4,2130000,64,18
06013376000,43,0,0,36,7
06037224320,4,0,0,4,0
06037294810,9,0,0,8,1
06037228320,11,0,0,10,1
06103000400,105,3,895000,88,13
06037264304,18,1,895000,17,0
06059075301,52,1,1095000,46,5
06037402706,33,1,665000,23,9
06071002705,51,0,0,37,14
06001437500,27,0,0,26,1
06065044701,63,3,3675000,58,2
06065040701,34,3,2575000,30,1
06037670201,46,0,0,45,1
06037139401,28,0,0,27,1
06037203720,13,0,0,11,2
06037139402,51,0,0,50,1
06059075302,35,1,925000,33,1
06067008504,57,0,0,53,4
06093000701,40,3,1085000,26,10
06037409000,49,1,425000,42,6
06037264305,32,1,785000,31,0
06071002706,351,22,12600000,246,83
06065040702,51,2,1250000,40,9
06037670202,27,0,0,27,0
06065044702,15,0,0,13,2
06095252501,25,0,0,16,9
06093000702,35,2,850000,24,9
06067008505,27,1,775000,25,1
06037264306,25,0,0,25,0
06071002707,110,9,5955000,80,21
06037401001,43,1,825000,40,2
06037405001,31,0,0,27,4
06065040703,44,2,1460000,41,1
06059075303,53,1,1185000,51,1
06037191301,7,0,0,7,0
06067008506,7,0,0,7,0
06037405002,14,0,0,10,4
06095252502,14,0,0,8,6
06029000201,52,0,0,34,18
06071002708,83,3,1695000,68,12
06037401002,42,0,0,41,1
06093000703,49,4,1010000,34,9
06037221401,10,0,0,9,1
06029000202,53,1,215000,34,18
06067008507,67,4,2250000,60,3
06075033001,25,0,0,25,0
06037191302,9,0,0,9,0
06059086701,77,3,1835000,70,3
06071002709,400,19,11695000,300,81
06075033002,28,0,0,28,0
06037221402,9,0,0,9,0
06059086702,34,1,875000,30,3
06067008508,742,15,9425000,712,14
06067008509,68,0,0,67,1
06037232800,6,1,565000,3,2
06037273902,45,0,0,44,1
06111007510,88,0,0,88,0
06107002701,41,1,235000,36,4
06111007511,50,0,0,49,1
06045010400,28,1,575000,24,3
06107002702,62,3,1585000,48,11
06111007512,83,2,1840000,71,10
06073010110,52,10,6080000,37,5
06037203100,7,0,0,6,1
06037502401,36,1,705000,26,9
06073010111,10,1,555000,8,1
06111007513,22,1,455000,19,2
06037431200,52,0,0,43,9
06097150701,72,0,0,69,3
06073010112,16,2,1120000,11,3
06067005002,52,3,1075000,36,13
06037502402,47,1,735000,41,5
06079010701,52,1,615000,50,1
06077002401,36,2,600000,26,8
06097150702,100,2,1390000,96,2
06001434000,29,0,0,26,3
06001438000,40,0,0,37,3
06037550901,13,0,0,13,0
06007002700,71,6,2210000,47,18
06093001200,21,0,0,17,4
06077002402,14,0,0,8,6
06067005003,29,2,580000,22,5
06111007515,41,3,2185000,36,2
06059021810,95,2,1110000,79,14
06053010900,1,0,0,1,0
06037550902,28,0,0,26,2
06067005004,25,0,0,17,8
06079010703,29,4,2480000,25,0
06037571502,47,0,0,44,3
06111003201,16,0,0,15,1
06037272201,13,0,0,13,0
06111007201,66,4,4010000,61,1
06111007516,36,2,1180000,33,1
06037218500,13,0,0,13,0
06081605501,8,0,0,8,0
06081601501,35,0,0,35,0
06101050301,31,4,1620000,23,4
06037272202,31,0,0,29,2
06075026100,33,0,0,33,0
06059021812,89,1,635000,86,2
06111007202,77,0,0,75,2
06037214501,1,0,0,1,0
06081601502,4,0,0,3,1
06101050302,54,4,1340000,29,21
06081605502,21,0,0,20,1
06065941400,113,0,0,113,0
06061020601,158,3,2145000,151,4
06037571504,50,2,1410000,43,5
06059021814,73,1,1055000,70,2
06037571505,36,1,795000,30,5
06081612900,68,0,0,67,1
06079010707,62,2,1560000,59,1
06037125310,19,0,0,18,1
06037620400,87,0,0,86,1
06085500600,33,0,0,32,1
06085504601,2,0,0,2,0
06037199801,5,0,0,5,0
06073004600,15,0,0,15,0
06075016900,40,0,0,39,1
06059021816,90,4,2720000,80,6
06099000403,44,4,2170000,31,9
06061020604,102,2,2430000,96,4
06073000600,41,4,3840000,36,1
06073008600,41,4,2740000,36,1
06085504602,7,0,0,7,0
06037199802,7,0,0,6,1
06085503210,22,0,0,21,1
06037195802,17,0,0,17,0
06037553201,43,0,0,37,6
06037461400,27,0,0,27,0
06099000404,69,2,920000,50,17
06059021817,62,0,0,58,4
06075012901,22,0,0,22,0
06061020605,143,6,5970000,137,0
06085503211,20,0,0,19,1
06099000405,81,2,1000000,65,14
06037195803,12,0,0,12,0
06037553202,51,0,0,42,9
06061020606,69,2,1620000,67,0
06075012902,38,0,0,37,1
06087121801,23,1,915000,22,0
06019001500,5,0,0,4,1
06087121802,26,1,235000,24,1
06085503212,34,0,0,33,1
06037211310,8,1,405000,7,0
06037195804,18,0,0,18,0
06071010021,154,10,4030000,90,54
06099000406,83,3,1595000,66,14
06061020607,89,2,2260000,84,3
06073008370,66,3,2425000,60,3
06037407701,17,0,0,13,4
06085503213,15,0,0,15,0
06065030300,24,0,0,22,2
06073008330,39,1,1855000,38,0
06071003700,43,4,1470000,18,21
06061020608,54,0,0,53,1
06073008371,16,0,0,16,0
06099000407,79,8,4180000,68,3
06071010022,82,5,2385000,47,30
06037104401,13,0,0,9,4
06073008372,20,1,2535000,19,0
06037532605,13,0,0,12,1
06071010023,95,4,1890000,48,43
06037407702,35,0,0,31,4
06037269300,63,0,0,62,1
06001402500,8,0,0,7,1
06037240700,69,1,625000,51,17
06037403702,45,2,1620000,39,4
06073008331,28,0,0,28,0
06001427100,53,0,0,53,0
06059042106,40,0,0,39,1
06001423100,45,2,1990000,42,1
06079011201,34,0,0,34,0
06037192610,12,0,0,12,0
06037107010,25,0,0,21,4
06037532606,5,0,0,4,1
06029005510,26,8,2230000,14,4
06007003200,33,2,760000,21,9
06073008373,24,0,0,24,0
06037122120,26,1,885000,21,4
06079011202,39,0,0,37,2
06037572001,101,1,985000,94,6
06037403703,65,0,0,60,5
06059042107,29,0,0,29,0
06071010024,113,6,2960000,60,47
06037104403,11,0,0,7,4
06037122121,13,0,0,12,1
06037532607,8,0,0,7,1
06067009501,56,5,2765000,40,11
06073008374,26,1,695000,25,0
06029005511,160,36,10090000,74,49
06059042108,39,1,1555000,37,1
06037122122,2,0,0,2,0
06085503217,21,0,0,20,1
06013373000,29,0,0,24,5
06037104404,9,0,0,8,1
06013377000,29,0,0,21,8
06025010300,5,0,0,4,1
06037211000,61,0,0,60,1
06029005512,98,17,5415000,45,35
06059042109,66,3,1585000,61,2
06069000601,160,8,5680000,114,38
06067009502,118,4,1420000,97,17
06073008375,13,0,0,13,0
06085503218,17,0,0,15,2
06037208720,2,0,0,2,0
06037602103,22,1,815000,19,2
06029005513,71,19,9005000,41,11
06069000602,82,3,2135000,64,15
06037119801,22,0,0,15,7
06067009503,28,0,0,23,5
06073008376,28,2,1080000,26,0
06065049701,67,4,2170000,57,6
06071010027,115,11,4535000,68,35
06085503219,18,1,855000,17,0
06029005514,50,9,3605000,30,11
06067009504,48,6,3440000,25,17
06037602104,19,0,0,18,1
06037119802,27,0,0,25,2
06073008377,18,0,0,18,0
06073008336,32,0,0,30,2
06065041702,57,3,1465000,48,6
06071010028,69,2,980000,41,26
06037406000,50,0,0,44,6
06065049702,88,9,7695000,73,6
06073008378,3,0,0,3,0
06065041703,7,0,0,7,0
06065045703,31,0,0,10,21
06073008337,62,2,1660000,58,2
06061021103,82,2,990000,74,6
06071010029,56,2,520000,27,27
06037650603,30,0,0,30,0
06037602105,19,1,755000,17,1
06095253501,253,39,14935000,169,45
06073016810,51,5,3665000,42,4
06037192300,38,0,0,38,0
06065045704,14,0,0,10,4
06037650604,4,0,0,3,1
06065041704,9,0,0,8,1
06037602106,22,1,1035000,19,2
06095253502,67,3,1535000,52,12
06029001201,24,0,0,14,10
06037310201,62,0,0,62,0
06073016811,88,10,7210000,73,5
06037433901,11,0,0,11,0
06073008339,10,0,0,10,0
06059087701,34,1,495000,31,2
06029001202,19,0,0,15,4
06073016812,38,2,1110000,34,2
06037650605,8,0,0,8,0
06037310202,50,0,0,50,0
06075013401,12,0,0,12,0
06065045706,14,0,0,9,5
06073016813,60,2,1450000,56,2
06061021106,44,2,1300000,37,5
06075013402,19,0,0,19,0
06029005203,44,5,1335000,30,7
06037650606,8,0,0,8,0
06037204410,4,0,0,4,0
06001432700,41,0,0,40,1
06037433903,19,0,0,16,3
06037650607,12,0,0,12,0
06065042510,32,2,390000,22,8
06065045707,84,1,515000,56,27
06111001901,45,0,0,44,1
06059087703,39,0,0,35,4
06027000300,26,1,335000,25,0
06029005205,25,3,625000,12,10
06061021108,51,2,640000,47,2
06059032050,91,4,2930000,81,6
06059087704,54,3,1785000,49,2
06107003700,68,2,670000,39,27
06037237800,47,1,475000,41,5
06065042511,24,3,1195000,16,5
06065045708,74,3,1555000,36,35
06065042512,23,0,0,13,10
06065045709,11,1,445000,6,4
06073012501,10,2,890000,8,0
06029005206,36,3,645000,25,8
06059032051,82,2,1580000,68,12
06075020801,10,0,0,10,0
06045011400,61,3,975000,55,3
06065045120,91,0,0,84,7
06061021109,107,0,0,104,3
06067002000,22,1,625000,20,1
06065042513,35,2,840000,29,4
06059032011,44,0,0,39,5
06041131100,16,0,0,16,0
06073019110,87,8,7430000,68,11
06075020802,12,0,0,12,0
06073016502,108,9,6285000,89,10
06073012502,15,3,2045000,12,0
06029005207,28,0,0,23,5
06053000501,13,0,0,11,2
06065042514,24,1,115000,15,8
06065045122,34,1,885000,32,1
06073016503,36,5,2505000,26,5
06029005208,35,6,1220000,19,8
06073019111,84,4,3900000,68,12
06097151701,29,0,0,26,3
06059032012,80,6,6660000,71,3
06037503401,122,3,2395000,101,18
06059032053,153,0,0,144,9
06065042515,14,0,0,8,6
06053000502,20,0,0,16,4
06067006002,61,2,1190000,53,6
06085512505,63,1,885000,58,4
06059032054,66,0,0,63,3
06037503402,76,2,1770000,65,9
06037432201,29,0,0,29,0
06059032013,67,0,0,61,6
06097151702,16,0,0,15,1
06037551900,65,3,1705000,46,16
06073016504,53,14,5920000,38,1
06065045123,90,1,1015000,88,1
06037277200,13,2,1080000,10,1
06037576501,19,0,0,17,2
06059032014,55,2,860000,48,5
06111004200,40,2,1300000,30,8
06059032055,48,0,0,45,3
06065042516,31,1,555000,21,9
06067006003,60,2,770000,49,9
06037432202,14,0,0,14,0
06001431000,13,0,0,12,1
06001410400,37,1,635000,29,7
06071011601,213,42,14600000,110,60
06065045124,54,0,0,54,0
06037181400,20,0,0,20,0
06065042517,30,1,565000,22,7
06059032015,117,1,1585000,111,5
06077003403,31,1,365000,21,9
06111008201,55,0,0,45,10
06081606500,50,0,0,50,0
06071011602,29,2,500000,18,8
06065045125,85,0,0,84,1
06067006004,60,2,1220000,46,12
06081602500,49,0,0,47,2
06037576502,39,1,465000,37,1
06037189400,75,0,0,75,0
06065045126,14,1,425000,12,1
06075980900,1,0,0,1,0
06065042518,31,0,0,15,16
06037219500,26,0,0,25,1
06077003404,35,1,335000,28,6
06111008202,71,1,705000,54,16
06053011901,44,0,0,44,0
06037576503,34,0,0,34,0
06059032057,110,1,775000,102,7
06037480702,53,0,0,53,0
06037554511,39,0,0,39,0
06077003405,41,1,275000,32,8
06037480703,33,0,0,33,0
06085512509,92,2,1660000,82,8
06053011902,25,0,0,24,1
06059032058,183,3,3515000,178,2
06109001100,48,5,2155000,36,7
06037554512,61,0,0,58,3
06065042519,7,0,0,4,3
06037123700,41,0,0,38,3
06065045127,48,1,395000,46,1
06077003406,37,3,845000,25,9
06037212620,13,0,0,13,0
06035040200,28,5,1095000,18,5
06037554513,26,0,0,26,0
06037480704,29,0,0,29,0
06001421800,18,0,0,18,0
06059032059,166,0,0,162,4
06065045128,49,1,1465000,48,0
06077003407,12,1,445000,9,2
06085509600,22,0,0,22,0
06065042206,48,3,1165000,41,4
06085505600,18,0,0,18,0
06037554514,43,1,515000,37,5
06081613900,73,0,0,73,0
06037621400,53,1,1455000,50,2
06059110301,65,0,0,60,5
06065045129,78,5,2155000,65,8
06037292001,14,0,0,13,1
06073020710,28,3,3405000,25,0
06085501601,26,0,0,25,1
06059110302,67,1,935000,59,7
06065042207,55,1,655000,50,4
06037554515,26,0,0,26,0
06073001600,39,2,2230000,35,2
06085501602,10,0,0,9,1
06037554201,23,1,255000,19,3
06107004200,25,1,205000,19,5
06013392300,28,0,0,27,1
06037554516,36,0,0,33,3
06065042208,50,1,625000,49,0
06037292002,16,0,0,14,2
06037533601,8,0,0,8,0
06029002820,81,3,975000,63,15
06059110303,69,0,0,62,7
06037462400,53,0,0,52,1
06075021300,33,0,0,33,0
06073020711,59,5,4795000,54,0
06077003409,30,2,870000,19,9
06073005601,23,4,2490000,18,1
06037533602,14,0,0,11,3
06037234301,17,0,0,16,1
06065042209,24,0,0,22,2
06059099601,34,0,0,34,0
06037554517,27,0,0,27,0
06041124200,78,1,2005000,75,2
06073020712,87,3,2675000,72,12
06073009602,81,7,4545000,67,7
06073005602,41,6,3620000,33,2
06059110304,56,1,895000,48,7
06041128200,82,0,0,81,1
06029002821,72,2,680000,45,25
06037234302,17,0,0,16,1
06037554203,22,0,0,21,1
06107000202,9,0,0,7,2
06075017903,14,0,0,14,0
06037554518,46,0,0,42,4
06029002822,62,2,950000,50,10
06059099602,42,0,0,39,3
06037533603,21,0,0,14,7
06073009603,89,9,4025000,74,6
06065031300,20,0,0,14,6
06037554519,27,0,0,25,2
06019002501,21,0,0,18,3
06073009604,65,9,6675000,53,3
06071004700,38,0,0,28,10
06037109400,26,1,775000,21,4
06107000203,10,0,0,9,1
06059099603,79,2,1590000,76,1
06037554204,19,0,0,17,2
06029002823,41,2,640000,32,7
06097152201,41,0,0,39,2
06037404701,44,0,0,39,5
06037101400,58,0,0,58,0
06029003900,114,4,1790000,66,44
06029002824,9,0,0,7,2
06037404702,13,0,0,10,3
06107000204,11,0,0,8,3
06001407500,27,0,0,23,4
06019002502,25,0,0,21,4
06001428100,54,0,0,54,0
06059099604,54,0,0,51,3
06075032700,39,0,0,39,0
06079012201,27,0,0,26,1
06001403501,24,0,0,24,0
06059099605,54,0,0,51,3
06037408703,45,2,2390000,40,3
06073020401,47,4,4840000,42,1
06079012202,48,2,1280000,45,1
06037404703,12,0,0,10,2
06029002825,37,1,175000,25,11
06097152203,30,0,0,28,2
06037481201,31,0,0,30,1
06037573002,8,0,0,6,2
06007000201,83,6,2780000,68,9
06001403502,20,1,405000,19,0
06037603101,39,0,0,36,3
06097152204,60,1,595000,55,4
06037920120,76,1,1175000,71,4
06037573003,16,0,0,15,1
06007000202,34,0,0,27,7
06037603102,22,1,545000,21,0
06037408705,35,0,0,34,1
06073020403,85,7,4125000,72,6
06065046700,16,0,0,11,5
06061022100,33,0,0,33,0
06097152205,23,0,0,22,1
06087100500,43,1,1185000,40,2
06013374000,55,1,775000,52,2
06037920121,142,4,2290000,127,11
06013370000,35,0,0,34,1
06013378000,53,2,2210000,49,2
06025011301,17,0,0,10,6
06037573004,15,0,0,14,1
06071008705,63,3,1555000,40,20
06037481203,27,0,0,26,1
06073020404,56,3,2765000,49,4
06025011302,2,0,0,2,0
06065043820,157,17,6655000,102,38
06037408707,54,0,0,54,0
06033000401,41,4,1820000,29,8
06073020405,65,2,2220000,60,3
06067000700,2,0,0,2,0
06081610400,24,0,0,23,1
06037197300,31,0,0,30,1
06025011303,35,5,2055000,23,7
06059011601,17,1,785000,16,0
06115040100,50,1,225000,39,10
06065043821,92,6,3440000,67,19
06033000402,33,2,840000,24,7
06073017810,92,1,485000,87,4
06059011602,37,0,0,35,2
06067004701,15,0,0,12,3
06029002201,15,2,790000,8,5
06073002100,46,3,2435000,43,0
06071008708,90,5,2445000,63,22
06029006201,26,1,435000,18,7
06059052430,184,2,1300000,179,3
06065043822,225,15,8695000,138,72
06023010400,30,1,345000,27,2
06073017811,90,1,855000,84,5
06071008709,56,4,2070000,33,19
06029006202,28,1,345000,20,7
06067004702,47,2,1230000,36,9
06059052431,27,0,0,27,0
06029002202,25,0,0,17,8
06037430901,27,0,0,27,0
06071000120,71,1,495000,66,4
06037131600,56,1,725000,49,6
06075010401,7,0,0,7,0
06065043823,470,53,27825000,255,162
06059088701,50,2,1320000,44,4
06073017813,39,0,0,38,1
06059088702,38,0,0,38,0
06075010402,19,0,0,18,1
06065043824,78,6,2830000,62,10
06071000121,113,2,2120000,110,1
06059052432,39,0,0,39,0
06037241120,17,0,0,12,5
06001433700,32,0,0,29,3
06037430902,35,0,0,34,1
06111006900,57,2,1250000,54,1
06085513500,4,0,0,3,1
06111002901,69,5,4715000,58,6
06071000122,38,0,0,36,2
06059052433,65,1,815000,62,2
06037700501,69,0,0,68,1
06037271901,30,0,0,29,1
06075025800,10,0,0,10,0
06037700502,59,0,0,58,1
06059052434,42,0,0,42,0
06071001200,61,0,0,53,8
06037541500,32,0,0,19,13
06037271902,36,0,0,36,0
06017031800,134,2,1490000,128,4
06059052435,52,0,0,51,1
06065043512,155,13,5295000,85,57
06073017501,29,0,0,28,1
06053001500,70,4,2550000,60,6
06041132100,20,0,0,20,0
06037242201,11,2,960000,6,3
06073017502,31,1,905000,29,1
06043000101,37,1,345000,26,9
06065043513,37,1,385000,22,14
06059052436,48,0,0,48,0
06111002905,47,0,0,44,3
06067007001,27,0,0,20,7
06067003001,42,1,325000,35,6
06073013503,73,10,6000000,59,4
06037242202,13,0,0,11,2
06059052437,205,1,1745000,204,0
06013367100,56,2,1300000,48,6
06043000102,38,3,845000,31,4
06037500402,26,1,675000,17,8
06037552900,56,2,1320000,46,8
06067003002,66,0,0,62,4
06059052438,194,0,0,194,0
06077000401,64,1,385000,46,17
06073013504,153,38,25570000,92,23
06065047201,4,0,0,4,0
06077000402,24,1,525000,18,5
06111009200,61,3,2165000,52,6
06077004402,57,5,1895000,39,13
06065043201,74,5,3345000,64,5
06037113301,35,0,0,33,2
06085502910,38,0,0,37,1
06037500403,44,0,0,36,8
06073013505,83,19,11085000,52,12
06001436000,73,1,935000,65,7
06059052439,644,5,4995000,635,4
06037117301,68,0,0,65,3
06077004403,11,0,0,6,5
06037209103,4,0,0,4,0
06037500404,50,0,0,42,8
06095251000,25,1,425000,20,4
06073013506,32,0,0,29,3
06037910301,102,10,5300000,68,22
06081607500,43,0,0,43,0
06037117302,63,1,1025000,54,8
06065043517,129,10,4870000,73,46
06065047202,22,1,335000,16,5
06065043202,106,13,9885000,81,12
06037186401,21,0,0,19,2
06037131021,11,1,725000,10,0
06065043203,54,5,3475000,47,2
06037117303,58,0,0,52,6
06065043518,70,9,4235000,38,23
06037910302,112,4,2320000,78,30
06037113303,59,1,885000,54,4
06111005202,37,2,800000,33,2
06077004404,19,1,325000,12,6
06037183520,13,0,0,11,2
06037209105,1,0,0,1,0
06037131022,15,0,0,15,0
06065043519,22,0,0,22,0
06065043204,233,35,21465000,170,28
06111005203,83,6,4660000,71,6
06037124700,50,1,1205000,48,1
06001422800,2,0,0,2,0
06037186403,17,0,0,17,0
06037209106,9,2,920000,7,0
06037131023,22,0,0,18,4
06109002101,38,3,2115000,34,1
06067007007,36,1,365000,28,7
06111005204,46,1,865000,42,3
06019003810,89,8,3260000,64,17
06065043246,104,7,4965000,95,2
06065043205,71,11,6785000,54,6
06037186404,12,1,995000,11,0
06037131024,21,0,0,18,3
06109002102,24,2,850000,17,5
06065043206,87,17,10415000,63,7
06019003811,134,4,1420000,94,36
06111005205,101,6,4250000,94,1
06039000102,177,15,8115000,138,23
06037601801,10,0,0,7,3
06073006600,1,0,0,1,0
06019003812,132,6,3180000,98,28
06037128703,13,0,0,12,1
06037297001,14,0,0,13,1
06085506601,36,0,0,36,0
06039000103,94,1,215000,80,13
06065043248,87,5,3615000,78,4
06085502601,35,0,0,35,0
06065043207,85,17,9635000,59,9
06037463400,48,0,0,47,1
06107001200,5,0,0,4,1
06037297002,34,1,805000,31,2
06039000104,75,4,1500000,61,10
06037601802,13,0,0,9,4
06037128704,22,0,0,22,0
06065043208,70,7,4455000,59,4
06113010310,107,8,4200000,88,11
06085502603,31,0,0,31,0
06085506603,53,0,0,51,2
06041121200,63,0,0,63,0
06037143500,60,0,0,60,0
06065043209,82,14,7920000,59,9
06037231301,10,0,0,9,1
06085502604,21,0,0,21,0
06037302503,11,0,0,11,0
06085506604,81,0,0,81,0
06037213310,8,0,0,8,0
06037530603,35,1,945000,27,7
06037231302,26,0,0,23,3
06039000106,134,11,4025000,87,35
06019007500,31,3,995000,18,10
06019003500,84,4,1050000,61,19
06113010312,71,3,1545000,61,7
06047000601,50,3,985000,30,16
06001441601,41,0,0,41,0
06037302504,19,0,0,19,0
06085506605,37,0,0,37,0
06113010313,91,2,630000,85,4
06047000602,47,2,750000,23,21
06097153201,98,2,1680000,83,13
06037405701,31,0,0,22,9
06037800202,91,0,0,90,1
06037302505,2,0,0,2,0
06029004901,13,0,0,9,4
06113010314,45,1,635000,41,3
06037578000,28,2,1190000,23,3
06071005701,7,0,0,5,2
06001441602,50,1,1105000,49,0
06001408500,53,1,435000,45,7
06037405702,89,1,695000,80,8
06097153202,22,0,0,18,4
06047000603,71,0,0,58,13
06037574000,107,2,1290000,100,5
06085506606,21,0,0,20,1
06001400500,36,0,0,35,1
06037302506,17,0,0,16,1
06037600100,23,0,0,16,7
06007001200,15,0,0,12,3
06113010315,34,1,1475000,30,3
06089010601,46,6,2140000,37,3
06037570001,54,0,0,47,7
06029000902,38,2,610000,23,13
06001404501,24,0,0,23,1
06037800204,72,0,0,71,1
06073021401,30,2,2210000,26,2
06039000109,72,6,2760000,52,14
06037228710,8,0,0,4,4
06037106403,30,0,0,22,8
06073021402,24,2,2450000,21,1
06037482201,16,0,0,16,0
06037800205,43,0,0,41,2
06059001201,45,2,1290000,36,7
06029000903,52,2,640000,27,23
06029004903,32,2,500000,22,8
06053013400,22,2,2300000,19,1
06037570002,33,2,1430000,28,3
06037604101,22,0,0,21,1
06089010602,87,4,2420000,78,5
06001404502,137,1,1055000,134,2
06059074300,16,0,0,13,3
06037401705,53,1,845000,49,3
06013375000,19,0,0,13,6
06013379000,50,0,0,41,9
06037570003,66,1,735000,62,3
06037604102,24,0,0,21,3
06037800206,63,0,0,63,0
06029004904,20,1,245000,13,6
06089010603,24,2,600000,19,3
06059001202,42,1,635000,37,4
06037482202,18,0,0,18,0
06029000904,69,3,955000,47,19
06061023100,132,7,5155000,118,7
06025012301,16,1,265000,7,7
06029000905,24,1,235000,20,3
06065051100,73,4,1930000,50,19
06037106405,40,0,0,35,5
06037401706,44,2,1430000,34,8
06037217001,34,0,0,34,0
06057000300,39,2,830000,32,5
06037217002,40,0,0,39,1
06037401707,96,1,695000,83,12
06029000906,55,2,400000,32,21
06037106406,71,1,605000,63,7
06025012302,76,0,0,28,46
06037106407,17,0,0,16,1
06029000907,24,0,0,17,7
06081611400,36,0,0,36,0
06065040821,40,1,475000,34,5
06005000301,30,0,0,27,3
06037194300,76,0,0,75,1
06037431900,12,0,0,11,1
06115041101,31,4,1060000,21,6
06037106408,14,1,565000,13,0
06067001701,25,2,1020000,21,2
06037203800,17,1,965000,14,2
06029000908,70,3,1125000,39,28
